-9.8965	9.5833
-9.8926	9.6036
-10.341	10.47
-9.4219	9.0254
-6.2907	6.147
-7.6478	11.233
-10.013	9.3666
-9.8501	11.149
-9.6263	11.291
-10.246	10.726
-9.3168	9.6226
-10.381	10.982
-6.3542	10.893
-7.0787	10.936
-4.5004	10.535
-6.4843	10.651
-9.1831	11.547
-9.8049	9.7696
-10.111	10.279
-9.9124	11.36
-3.9015	10.165
-5.3716	10.758
-9.5707	11.149
-7.775	7.4544
-10.293	10.204
-9.8378	10.928
-10.841	10.763
-4.9623	10.578
-10.64	10.742
-8.8766	8.3181
-7.0478	6.813
-10.105	11.317
-7.5563	11.02
-9.564	10.12
-10.095	9.6338
-8.4048	10.992
-10.315	10.557
-10.628	10.873
-9.8583	9.4222
-7.4293	11.267
-6.5854	6.3466
-4.5256	10.409
-10.29	10.105
-6.0481	10.736
-4.0635	10.384
-7.7342	11.279
-7.8937	11.261
-4.0602	10.31
-4.7525	10.624
-6.8326	6.6411
-10.114	11.113
-6.6547	10.828
-9.7241	10.886
-9.9261	10.509
-8.8104	11.352
-7.8921	7.749
-7.3413	6.919
-10.275	10.653
-8.6667	10.721
-9.467	11.373
-7.6331	7.2532
-6.9288	6.516
-9.7659	9.5116
-6.2816	10.82
-9.7826	10.041
-9.5915	9.5838
-10.624	10.597
-6.8479	6.6972
-10.435	10.987
-10.001	10.183
-5.8303	10.634
-7.3742	10.904
-8.1085	11.26
-7.1627	10.711
-8.7817	8.2825
-9.9345	10.498
-6.9891	11.145
-6.4781	10.807
-6.6273	6.3127
-7.4479	11.24
-8.6315	11.118
-7.4573	7.0042
-9.6969	11.159
-6.5603	10.875
-10.489	10.138
-10.703	10.938
-9.3707	9.3622
-8.5814	8.3636
-9.1925	11.062
-9.6297	11.009
-8.6722	11.116
-10.783	11.229
-9.2897	11.059
-8.8149	11.268
-9.4459	11.311
-9.6421	11.179
-9.8901	10.166
-8.9875	8.9209
-6.5048	6.3565
-10.123	10.19
-8.4719	8.1494
-7.8549	11.072
-9.0759	11.358
-7.8608	11.355
-9.7328	9.1307
-7.0053	11.077
-8.7895	8.2459
-10.123	11.334
-7.842	11.039
-6.5756	6.3958
-9.6246	11.159
-5.8751	10.732
-9.3388	11.371
-10.533	10.871
-9.6102	10.289
-6.9848	7.1119
-9.482	11.336
-9.4764	9.1342
-8.847	11.225
-7.0959	6.79
-9.0424	8.8873
-6.2084	10.778
-8.1442	8.0519
-6.9837	6.7919
-10.484	11.146
-7.6525	7.2172
-5.2461	10.571
-7.1325	6.951
-8.3647	8.3756
-9.5703	11.306
-9.0461	8.5106
-9.3157	8.9998
-9.9854	10.767
-10.119	10.872
-4.307	10.309
-8.2873	7.9233
-9.7904	10.074
-10.46	10.246
-9.3351	8.851
-9.2687	8.893
-10.386	10.402
-7.7485	7.3693
-10.178	10.375
-10.013	9.6946
-10.446	10.695
-6.14	10.7
-6.0702	10.969
-8.9689	11.122
-8.099	10.993
-9.8229	10.982
-7.9473	7.3599
-6.3801	6.4534
-10.664	10.182
-7.9473	11.1
-9.1258	11.017
-9.0718	8.4161
-9.6133	9.0527
-7.7669	7.3703
-10.166	10.045
-10.663	11.086
-10.287	10.315
-10.169	10.121
-9.876	10.86
-9.9359	10.507
-9.4365	8.91
-9.1288	11.295
-10.347	10.942
-6.6761	10.815
-6.9665	11.087
-9.947	10.409
-10.073	10.815
-6.8397	11.166
-4.9786	10.638
-10.297	9.819
-3.6299	10.156
-5.9549	10.743
-9.6323	9.0984
-9.5053	9.441
-9.85	10.921
-5.8719	10.863
-6.6761	6.475
-9.6194	9.4201
-8.6584	8.438
-6.3309	10.742
-5.2391	10.657
-7.9021	7.3693
-9.4146	10.841
-10.113	10.423
-9.732	10.795
-6.1522	5.9746
-5.3147	10.602
-10.046	10.9
-7.2403	6.9658
-5.4007	10.557
-5.824	10.713
-7.7174	11.002
-7.3835	11.052
-9.8036	11.365
-8.6901	8.1703
-11.145	11.081
-8.3884	8.2375
-9.2354	11.279
-7.8807	7.3945
-10.129	9.6935
-9.5367	9.1454
-9.5884	9.4212
-7.0129	6.857
-3.687	10.224
-9.8665	10.95
-4.1983	10.201
-9.8261	9.5516
-7.2148	6.9907
-10.537	11.014
-9.0673	8.8533
-10.055	10.971
-10.516	10.69
-9.6883	11.347
-7.5123	7.2901
-10.518	10.872
-8.4831	11.317
-5.116	10.733
-5.1459	10.763
-10.142	10.987
-6.222	10.831
-9.5406	9.0929
-5.9804	5.9919
-4.2784	10.311
-8.9205	11.226
-8.7952	8.6302
-10.572	10.547
-8.1819	11.34
-7.7611	7.6343
-9.967	11.456
-10.823	10.882
-7.9277	7.5588
-6.3749	6.4362
-7.3539	10.954
-10.072	10.564
-6.4806	6.1923
-4.2976	10.529
-4.0804	10.382
-4.3405	10.348
-4.7862	10.593
-7.2428	11.154
-10.084	10.922
-9.2533	10.978
-3.3995	10.133
-9.683	10.417
-9.7236	9.4483
-6.9049	10.964
-10.731	10.772
-8.8633	8.3366
-9.6561	9.3711
-7.5795	11.205
-7.4836	11.113
-10.703	11.481
-8.5779	11.174
-9.3684	10.166
-7.9685	11.043
-9.7539	9.8175
-9.3888	11.397
-8.9006	8.4506
-9.7959	9.7071
-8.7542	11.099
-10.52	10.249
-9.0614	11.269
-8.7432	8.5851
-9.1052	11.376
-6.0023	6.1353
-9.2559	11.209
-8.8528	8.5811
-7.7776	7.4332
-10.092	10.704
-10.184	9.8675
-6.3996	11.055
-9.8554	10.528
-10.164	10.985
-8.4328	11.146
-5.9917	10.947
-9.6179	10.724
-9.7971	10.969
-5.837	5.8348
-10.078	11.178
-10.347	10.059
-6.7681	6.4984
-7.1318	6.9314
-10.072	9.7384
-5.2496	10.608
-7.9725	11.147
-10.127	10.269
-8.4189	8.0687
-10.378	10.239
-9.7862	9.6385
-10.181	11.11
-7.9501	11.074
-10.243	10.017
-6.4486	6.304
-9.3703	8.7781
-6.5769	6.3908
-10.573	10.659
-9.2317	9.1126
-7.782	11.089
-6.5504	10.956
-9.3826	10.815
-6.8517	11.064
-6.5222	6.5909
-6.1387	11.056
-10.152	10.275
-3.8588	10.208
-9.9196	10.56
-8.0066	11.154
-9.9837	11.111
-7.5738	11.146
-9.6028	9.1304
-9.866	9.8966
-6.1003	6.0743
-6.642	11.095
-10.023	9.5506
-8.1953	8.0649
-6.3864	10.896
-9.3341	9.0668
-10.255	10.172
-9.1989	8.6418
-6.3348	6.2707
-9.5025	9.2901
-9.9838	9.7196
-9.8586	10.081
-7.091	11.032
-8.9618	8.556
-7.5336	11.078
-10.258	11.576
-8.8636	11.107
-10.262	10.111
-9.4066	11.058
-10.325	10.275
-8.9852	8.543
-10.319	10.236
-9.8698	10.995
-10.703	11.288
-9.1837	8.7753
-6.3972	11.078
-6.7495	11.03
-9.4969	11.081
-6.73	6.7696
-10.537	10.077
-6.7452	6.5944
-9.9965	9.7844
-9.256	8.9407
-8.0824	11.467
-9.8353	10.765
-8.4847	11.221
-8.9754	8.3578
-10.174	11.491
-8.7334	11.215
-9.9308	9.84
-6.0532	6.0284
-7.4499	7.2894
-10.036	11.333
-10.646	10.778
-9.1306	8.7826
-9.2734	9.4479
-5.8398	10.763
-6.2175	10.984
-3.6644	10.258
-9.2611	8.9435
-5.2861	10.584
-8.9491	10.985
-7.9476	7.4777
-10.174	10.365
-10.491	11.301
-9.4197	10.892
-6.8731	10.905
-8.0844	11.171
-9.4677	11.045
-10.074	10.934
-5.385	10.754
-6.0174	10.609
-9.821	9.4661
-9.7689	11.27
-8.0176	11.205
-8.9485	8.6939
-6.5368	6.5578
-9.6255	10.946
-10.512	10.203
-8.3726	8.2961
-9.3726	9.1892
-10.259	10.47
-8.8913	11.281
-10.521	10.596
-8.5426	10.988
-8.7293	8.3155
-9.4252	8.8783
-9.0082	8.7406
-10.682	11.202
-6.1054	10.828
-10.643	10.398
-9.742	10.95
-5.0353	10.754
-7.6956	7.4097
-8.8026	8.2608
-7.4701	11.188
-5.7967	10.843
-6.9757	11.045
-8.2606	11.178
-9.2186	11.386
-10.171	10.458
-9.8323	11.185
-7.0536	6.6786
-10.117	10.393
-5.5871	10.711
-7.1132	11.047
-9.8851	9.605
-8.0267	7.515
-8.997	8.5701
-10.445	11.15
-10.263	11.008
-9.4903	11.402
-5.6562	10.862
-7.1056	6.7272
-7.7848	11.195
-7.0605	6.7372
-10.489	10.472
-9.2315	11.117
-8.2143	11.306
-9.0263	8.5075
-9.3269	9.0528
-9.4739	11.054
-8.7207	11.347
-7.6448	7.3465
-10.23	10.263
-7.5006	11.008
-10.3	10.822
-9.642	9.5504
-9.7266	11.502
-9.2078	10.815
-9.8035	9.2695
-8.6667	11.312
-7.7797	7.4314
-9.8951	9.7023
-11.212	10.722
-9.3511	8.9941
-5.7326	10.887
-8.6037	11.172
-7.7198	11.074
-3.9909	10.22
-3.2491	10.045
-7.3456	7.0744
-9.7501	11.243
-9.8057	9.7126
-6.8385	10.919
-8.5526	10.87
-9.8419	10.435
-9.7807	10.409
-8.8564	8.4094
-10.58	11.003
-9.1244	8.5827
-9.0833	11.104
-8.0819	7.7282
-9.9234	9.6384
-3.679	10.251
-9.8507	11.513
-9.757	9.3873
-10.699	10.494
-5.5585	10.768
-8.056	11.279
-6.6381	6.6227
-6.8063	10.857
-5.8532	10.946
-8.4874	8.009
-9.8004	10.982
-10.751	10.728
-10.384	9.8794
-9.8059	11.183
-7.2027	11.072
-9.6279	11.448
-10.382	10.656
-5.9228	6.0615
-6.3052	10.728
-10.238	10.889
-6.9727	11.052
-10.023	11.491
-7.7717	11.017
-5.0706	10.705
-8.9981	8.9242
-7.2173	6.8177
-7.4725	7.1213
-9.1338	8.5624
-9.1981	8.7141
-6.9795	10.971
-8.5023	10.892
-5.5485	10.727
-9.051	11.107
-9.5881	9.7549
-10.29	10.339
-4.2147	10.28
-6.4625	6.4671
-8.0932	11.228
-8.4079	11.208
-9.9426	9.785
-8.6043	11.393
-8.2608	8.1721
-9.5432	11.304
-9.6756	10.757
-3.9821	10.427
-10.213	9.6541
-4.5477	10.42
-10.15	10.424
-9.3413	8.8568
-9.9746	10.087
-10.291	9.7546
-6.1592	10.98
-7.7692	11.246
-9.6381	9.0283
-9.8792	11.248
-9.4921	11.285
-7.0673	10.951
-10.007	10.793
-6.1399	5.949
-9.4454	11.095
-10.098	11.169
-6.6088	6.4339
-6.6468	6.3858
-7.081	11.105
-6.4318	6.1633
-10.11	11.527
-7.0958	11.301
-7.9202	7.534
-6.7664	11.006
-10.561	10.248
-7.2158	11.142
-6.0885	6.0291
-8.4524	11.295
-8.7731	8.4068
-10.091	11.545
